ts,event,bucket_id,profile,strategy_id,lot_id,symbol,occ,qty,limit,fill_price,cost,return_pct,pnl_usd,reason,buy_offset,sell_offset,take_profit,stop_loss,spread_frac,detail,order_id
2026-07-09 15:23:41.697790+00:00,entry,51,c051_s165_w4_1120_1135_r3,S165,89f1f0578ad6,GOOGL,GOOGL260710C00362500,1,0.57,0.57,57.0,,,,-0.01,,0.5,-0.5,,,6552cf6b-8615-4d68-bb23-f1e8ae0664a9
2026-07-09 13:47:33.805417+00:00,entry,51,c051_s165_w4_1120_1135_r3,S173,a598d581ff74,GOOGL,GOOGL260710C00365000,1,0.84,0.84,84.0,,,,-0.01,,0.5,-0.5,,,5d510686-7b47-4fdb-8bc8-7291cd50c347
2026-07-08 14:20:11.803058+00:00,entry,51,c051_s165_w4_1120_1135_r3,S165,68530c5ecf35,MRNA,MRNA260710C00085000,1,0.35,0.35,35.0,,,,-0.01,,0.5,-0.5,,,aad0c458-40d1-4982-92a0-61f91d73353e
2026-07-08 14:12:50.301616+00:00,entry,51,c051_s165_w4_1120_1135_r3,S174,7e4f395fbae0,CCL,CCL260717C00026000,1,0.79,0.79,79.0,,,,-0.01,,0.5,-0.5,,,165bcfb5-a39a-4ef4-b4b6-7d1600383557
2026-07-08 13:36:06.824027+00:00,entry,51,c051_s165_w4_1120_1135_r3,S173,f545596f0adb,BA,BA260710C00242500,1,0.14,0.14,14.0,,,,-0.01,,0.5,-0.5,,,c6fa935e-dd19-4bcc-9635-4737cc1d5efd
2026-07-09 15:23:41.697790+00:00,entry,51,c051_s165_w4_1120_1135_r3,S165,c06e8e455b96,GOOGL,GOOGL260710C00362500,1,0.57,0.57,57.0,,,,-0.01,,0.5,-0.5,,,6552cf6b-8615-4d68-bb23-f1e8ae0664a9
2026-07-09 13:47:33.805417+00:00,entry,51,c051_s165_w4_1120_1135_r3,S173,a42d13ea2804,GOOGL,GOOGL260710C00365000,1,0.84,0.84,84.0,,,,-0.01,,0.5,-0.5,,,5d510686-7b47-4fdb-8bc8-7291cd50c347
2026-07-08 14:20:11.803058+00:00,entry,51,c051_s165_w4_1120_1135_r3,S165,68530c5ecf35,MRNA,MRNA260710C00085000,1,0.35,0.35,35.0,,,,-0.01,,0.5,-0.5,,,aad0c458-40d1-4982-92a0-61f91d73353e
2026-07-08 14:12:50.301616+00:00,entry,51,c051_s165_w4_1120_1135_r3,S174,20f82ddfc2d0,CCL,CCL260717C00026000,1,0.79,0.79,79.0,,,,-0.01,,0.5,-0.5,,,165bcfb5-a39a-4ef4-b4b6-7d1600383557
2026-07-09 15:23:41.697790+00:00,entry,51,c051_s165_w4_1120_1135_r3,S165,514d4c1d76cc,GOOGL,GOOGL260710C00362500,1,0.57,0.57,57.0,,,,-0.01,,0.5,-0.5,,,6552cf6b-8615-4d68-bb23-f1e8ae0664a9
2026-07-09 13:47:33.805417+00:00,entry,51,c051_s165_w4_1120_1135_r3,S173,b2fd085a0a49,GOOGL,GOOGL260710C00365000,1,0.84,0.84,84.0,,,,-0.01,,0.5,-0.5,,,5d510686-7b47-4fdb-8bc8-7291cd50c347
2026-07-08 14:20:11.803058+00:00,entry,51,c051_s165_w4_1120_1135_r3,S165,2b0b83427cc6,MRNA,MRNA260710C00085000,1,0.35,0.35,35.0,,,,-0.01,,0.5,-0.5,,,aad0c458-40d1-4982-92a0-61f91d73353e
2026-07-08 14:12:50.301616+00:00,entry,51,c051_s165_w4_1120_1135_r3,S174,29a4b693a0b7,CCL,CCL260717C00026000,1,0.79,0.79,79.0,,,,-0.01,,0.5,-0.5,,,165bcfb5-a39a-4ef4-b4b6-7d1600383557
