run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260803T015715Z,5817,30778070406,0,0,1,0,schedule
20260803T053833Z,5818,30787711287,0,0,2,9,schedule
20260803T130122Z,5819,30815928929,0,0,1,8,workflow_dispatch
20260803T130547Z,5820,30816300088,0,0,1,10,workflow_dispatch
20260803T131041Z,5821,30816683863,0,0,1,9,workflow_dispatch
20260803T131546Z,5822,30817074178,0,0,1,9,workflow_dispatch
20260803T132056Z,5823,30817463435,0,0,3,8,workflow_dispatch
20260803T132720Z,5824,30817850323,0,0,1,9,workflow_dispatch
20260803T133052Z,5825,30818231044,0,0,217,0,workflow_dispatch
20260803T133602Z,5826,30818617455,0,0,219,0,workflow_dispatch
20260803T134104Z,5827,30819005975,0,0,217,0,workflow_dispatch
20260803T140114Z,5831,30820576789,0,0,5,152,workflow_dispatch
20260803T140541Z,5832,30820984199,0,0,2,190,workflow_dispatch
20260803T141306Z,5833,30821395164,0,0,3,122,workflow_dispatch
20260803T141555Z,5834,30821792062,0,0,2,99,workflow_dispatch
20260803T142040Z,5835,30822186162,0,0,1,76,workflow_dispatch
20260803T142543Z,5836,30822586832,0,0,3,115,workflow_dispatch
20260803T143045Z,5837,30822984656,0,0,2,92,workflow_dispatch
20260803T143539Z,5838,30823391100,0,0,1,75,workflow_dispatch
20260803T143917Z,5839,30823681296,0,0,7,0,schedule
20260803T144613Z,5841,30824190387,0,0,3,132,workflow_dispatch
20260803T145048Z,5842,30824585160,0,0,1,93,workflow_dispatch
20260803T145550Z,5843,30824976182,0,0,3,98,workflow_dispatch
20260803T150048Z,5844,30825375335,0,0,3,120,workflow_dispatch
20260803T150540Z,5845,30825788843,0,0,2,90,workflow_dispatch
20260803T151045Z,5846,30826200402,0,0,3,89,workflow_dispatch
20260803T151541Z,5847,30826596167,0,0,2,70,workflow_dispatch
20260803T152041Z,5848,30826985876,0,0,3,142,workflow_dispatch
20260803T152655Z,5849,30827384687,0,0,3,112,workflow_dispatch
20260803T153045Z,5850,30827777216,0,0,3,118,workflow_dispatch
20260803T153541Z,5851,30828174366,0,0,4,85,workflow_dispatch
20260803T154041Z,5852,30828566399,0,0,2,16,workflow_dispatch
20260803T154538Z,5853,30828948886,0,0,2,18,workflow_dispatch
20260803T155041Z,5854,30829328950,0,0,2,17,workflow_dispatch
20260803T155540Z,5855,30829724583,0,0,2,27,workflow_dispatch
20260803T160047Z,5856,30830110875,0,0,3,34,workflow_dispatch
20260803T160926Z,5857,30830505256,0,0,1,20,workflow_dispatch
20260803T161044Z,5858,30830907042,0,0,3,19,workflow_dispatch
20260803T161539Z,5859,30831288512,0,0,1,19,workflow_dispatch
20260803T162045Z,5860,30831675811,0,0,2,19,workflow_dispatch
20260803T162546Z,5861,30832063425,0,0,4,19,workflow_dispatch
20260803T163044Z,5862,30832436974,0,0,2,24,workflow_dispatch
20260803T163539Z,5863,30832820999,0,0,3,24,workflow_dispatch
20260803T164244Z,5864,30833196029,0,0,1,16,workflow_dispatch
20260803T164541Z,5865,30833577324,0,0,2,21,workflow_dispatch
20260803T165046Z,5866,30833957997,0,0,3,27,workflow_dispatch
20260803T165553Z,5867,30834342518,0,0,2,25,workflow_dispatch
20260803T165948Z,5868,30834663628,0,0,1,17,schedule
20260803T170054Z,5869,30834730802,0,0,2,30,workflow_dispatch
20260803T170540Z,5870,30835123192,0,0,4,25,workflow_dispatch
20260803T171248Z,5871,30835507576,0,0,2,22,workflow_dispatch
20260803T171538Z,5872,30835887206,0,0,2,20,workflow_dispatch
20260803T172225Z,5873,30836262944,0,0,3,20,workflow_dispatch
20260803T172721Z,5874,30836648523,0,0,1,18,workflow_dispatch
20260803T173049Z,5875,30837017574,0,0,3,22,workflow_dispatch
20260803T173553Z,5876,30837405396,0,0,4,19,workflow_dispatch
20260803T174600Z,5878,30838145310,0,0,3,18,workflow_dispatch
20260803T175318Z,5879,30838518266,0,0,2,16,workflow_dispatch
20260803T175540Z,5880,30838892775,0,0,2,14,workflow_dispatch
20260803T180044Z,5881,30839267618,0,0,2,18,workflow_dispatch
20260803T180749Z,5882,30839651462,0,0,4,21,workflow_dispatch
20260803T181044Z,5883,30840032973,0,0,3,18,workflow_dispatch
20260803T181543Z,5884,30840418804,0,0,2,15,workflow_dispatch
20260803T182054Z,5885,30840792120,0,0,2,16,workflow_dispatch
20260803T182540Z,5886,30841168134,0,0,2,14,workflow_dispatch
20260803T183047Z,5887,30841541790,0,0,3,17,workflow_dispatch
20260803T183546Z,5888,30841918468,0,0,7,21,workflow_dispatch
20260803T184038Z,5889,30842285749,0,0,3,18,workflow_dispatch
20260803T184545Z,5890,30842664204,0,0,2,14,workflow_dispatch
20260803T185241Z,5891,30843033735,0,0,1,13,workflow_dispatch
