run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260805T010224Z,6100,30965143503,0,0,2,10,schedule
20260805T014535Z,6101,30967308695,0,0,2,10,schedule
20260805T044927Z,6102,30976208881,0,0,1,9,schedule
20260805T130052Z,6103,31008133578,0,0,1,10,workflow_dispatch
20260805T130552Z,6104,31008526504,0,0,3,7,workflow_dispatch
20260805T131045Z,6105,31008925219,0,0,2,9,workflow_dispatch
20260805T131538Z,6106,31009313744,0,0,2,8,workflow_dispatch
20260805T132041Z,6107,31009699153,0,0,2,7,workflow_dispatch
20260805T132826Z,6108,31010090105,0,0,1,61,workflow_dispatch
20260805T133050Z,6109,31010490558,0,0,218,0,workflow_dispatch
20260805T133610Z,6110,31010899706,0,0,214,0,workflow_dispatch
20260805T140113Z,6115,31012951948,0,0,2,123,workflow_dispatch
20260805T140550Z,6116,31013376956,0,0,2,113,workflow_dispatch
20260805T140908Z,6117,31013677070,0,0,2,0,schedule
20260805T141106Z,6118,31013801312,0,0,3,108,workflow_dispatch
20260805T141548Z,6119,31014227399,0,0,2,97,workflow_dispatch
20260805T142045Z,6120,31014654278,0,0,3,114,workflow_dispatch
20260805T142544Z,6121,31015077597,0,0,2,98,workflow_dispatch
20260805T143056Z,6122,31015502644,0,0,3,114,workflow_dispatch
20260805T143542Z,6123,31015937175,0,0,2,108,workflow_dispatch
20260805T144045Z,6124,31016356679,0,0,3,115,workflow_dispatch
20260805T145550Z,6127,31017630372,0,0,4,118,workflow_dispatch
20260805T150046Z,6128,31018053587,0,0,4,126,workflow_dispatch
20260805T150548Z,6129,31018480424,0,0,3,81,workflow_dispatch
20260805T151051Z,6130,31018897090,0,0,3,108,workflow_dispatch
20260805T151545Z,6131,31019328479,0,0,2,87,workflow_dispatch
20260805T152041Z,6132,31019751915,0,0,4,86,workflow_dispatch
20260805T152549Z,6133,31020178903,0,0,3,105,workflow_dispatch
20260805T153454Z,6134,31020599207,0,0,3,0,workflow_dispatch
20260805T154121Z,6136,31021445481,0,0,3,24,workflow_dispatch
20260805T154555Z,6137,31021862398,0,0,3,26,workflow_dispatch
20260805T155049Z,6138,31022279260,0,0,3,27,workflow_dispatch
20260805T155553Z,6139,31022701580,0,0,3,25,workflow_dispatch
20260805T160052Z,6140,31023116231,0,0,3,46,workflow_dispatch
20260805T160550Z,6141,31023537103,0,0,4,24,workflow_dispatch
20260805T160918Z,6142,31023840073,0,0,1,14,schedule
20260805T161043Z,6143,31023942592,0,0,1,18,workflow_dispatch
20260805T161552Z,6144,31024356729,0,0,3,23,workflow_dispatch
20260805T162042Z,6145,31024762481,0,0,3,18,workflow_dispatch
20260805T162545Z,6146,31025160751,0,0,2,15,workflow_dispatch
