run_stamp,run_number,run_id,live_exit,options_exit,live_duration_s,options_duration_s,event_type
20260728T010358Z,5245,30319140771,0,0,1,6,schedule
20260728T014549Z,5246,30321162756,0,0,1,7,schedule
20260728T044849Z,5247,30329753720,0,0,3,8,schedule
20260728T130041Z,5248,30361442665,0,0,2,7,workflow_dispatch
20260728T130540Z,5249,30361833743,0,0,2,5,workflow_dispatch
20260728T131047Z,5250,30362222328,0,0,1,8,workflow_dispatch
20260728T131540Z,5251,30362606082,0,0,3,8,workflow_dispatch
20260728T132038Z,5252,30362985499,0,0,2,6,workflow_dispatch
20260728T132548Z,5253,30363370450,0,0,3,8,workflow_dispatch
20260728T133043Z,5254,30363760294,0,0,217,0,workflow_dispatch
20260728T133606Z,5255,30364162880,0,0,220,0,workflow_dispatch
20260728T134101Z,5256,30364553595,0,0,216,0,workflow_dispatch
20260728T140138Z,5260,30366185352,0,0,3,0,workflow_dispatch
20260728T140602Z,5261,30366603967,0,0,1,0,workflow_dispatch
20260728T140741Z,5262,30366734634,0,0,3,0,schedule
20260728T141105Z,5263,30367017707,0,0,3,228,workflow_dispatch
20260728T141541Z,5264,30367425709,0,0,2,206,workflow_dispatch
20260728T142049Z,5265,30367831977,0,0,3,256,workflow_dispatch
20260728T142601Z,5266,30368244606,0,0,2,237,workflow_dispatch
20260728T143112Z,5267,30368659883,0,0,3,132,workflow_dispatch
20260728T143545Z,5268,30369085962,0,0,2,201,workflow_dispatch
20260728T144045Z,5269,30369495758,0,0,3,216,workflow_dispatch
20260728T145111Z,5271,30370321676,0,0,3,0,workflow_dispatch
20260728T145605Z,5272,30370747127,0,0,2,0,workflow_dispatch
20260728T150108Z,5273,30371173165,0,0,6,0,workflow_dispatch
20260728T150618Z,5274,30371600956,0,0,3,0,workflow_dispatch
20260728T151105Z,5275,30372011920,0,0,1,0,workflow_dispatch
20260728T151607Z,5276,30372426529,0,0,2,0,workflow_dispatch
20260728T152111Z,5277,30372841907,0,0,5,0,workflow_dispatch
20260728T152614Z,5278,30373259372,0,0,1,0,workflow_dispatch
20260728T153105Z,5279,30373664070,0,0,3,223,workflow_dispatch
20260728T153541Z,5280,30374082080,0,0,3,206,workflow_dispatch
20260728T154046Z,5281,30374491917,0,0,3,11,workflow_dispatch
20260728T154543Z,5282,30374897122,0,0,1,7,workflow_dispatch
20260728T155041Z,5283,30375296891,0,0,3,9,workflow_dispatch
20260728T155702Z,5284,30375710581,0,0,2,7,workflow_dispatch
20260728T160045Z,5285,30376119438,0,0,1,7,workflow_dispatch
20260728T160537Z,5286,30376541543,0,0,1,7,workflow_dispatch
20260728T161039Z,5287,30376936743,0,0,1,7,workflow_dispatch
20260728T161558Z,5289,30377338809,0,0,2,9,workflow_dispatch
20260728T162101Z,5290,30377737696,0,0,3,8,workflow_dispatch
20260728T162626Z,5291,30378141306,0,0,3,8,workflow_dispatch
20260728T163044Z,5292,30378535785,0,0,3,8,workflow_dispatch
20260728T163713Z,5293,30378929384,0,0,1,7,workflow_dispatch
20260728T164139Z,5294,30379315773,0,0,2,6,workflow_dispatch
20260728T164654Z,5295,30379709386,0,0,2,7,workflow_dispatch
20260728T165100Z,5296,30380094086,0,0,3,8,workflow_dispatch
