run_stamp,run_number,run_id,live_exit,live_options_exit,options_exit,live_duration_s,live_options_duration_s,options_duration_s,event_type
20260916T130110Z,10107,35099146155,0,0,0,2,0,9,workflow_dispatch
20260916T130609Z,10108,35099661387,0,0,0,2,1,13,workflow_dispatch
20260916T131110Z,10109,35100179239,0,0,0,1,2,12,workflow_dispatch
20260916T131609Z,10110,35100706630,0,0,0,2,2,12,workflow_dispatch
20260916T132114Z,10111,35101233206,0,0,0,2,1,11,workflow_dispatch
20260916T132617Z,10112,35101767909,0,0,0,3,1,13,workflow_dispatch
20260916T133110Z,10113,35102306634,0,0,0,217,1,0,workflow_dispatch
20260916T133653Z,10114,35102849351,0,0,0,216,1,0,workflow_dispatch
20260916T134329Z,10115,35103383374,0,0,0,0,0,0,workflow_dispatch
20260916T134638Z,10116,35103924343,0,0,0,246,0,0,workflow_dispatch
20260916T135204Z,10117,35104465846,0,0,0,215,1,0,workflow_dispatch
20260916T135743Z,10118,35105010215,0,0,0,4,1,97,workflow_dispatch
20260916T140114Z,10119,35105554230,0,0,0,4,1,115,workflow_dispatch
20260916T140612Z,10120,35106115137,0,0,0,3,1,134,workflow_dispatch
20260916T141114Z,10121,35106665095,0,0,0,2,1,129,workflow_dispatch
20260916T141605Z,10122,35107229171,0,0,0,3,2,120,workflow_dispatch
20260916T142114Z,10123,35107800254,0,0,0,5,1,89,workflow_dispatch
20260916T142606Z,10124,35108372495,0,0,0,1,2,113,workflow_dispatch
20260916T143108Z,10125,35108943301,0,0,0,5,1,117,workflow_dispatch
20260916T143611Z,10126,35109517056,0,0,0,2,2,106,workflow_dispatch
20260916T144110Z,10127,35110081958,0,0,0,3,1,111,workflow_dispatch
20260916T144630Z,10128,35110664458,0,0,0,2,1,159,workflow_dispatch
20260916T145109Z,10129,35111224844,0,0,0,3,1,124,workflow_dispatch
20260916T145631Z,10130,35111785395,0,0,0,3,1,139,workflow_dispatch
20260916T150119Z,10131,35112335540,0,0,0,3,1,106,workflow_dispatch
20260916T150632Z,10132,35112914597,0,0,0,2,1,122,workflow_dispatch
20260916T151121Z,10133,35113477547,0,0,0,3,1,112,workflow_dispatch
20260916T151608Z,10134,35114047653,0,0,0,2,1,117,workflow_dispatch
