run_stamp,run_number,run_id,live_exit,live_options_exit,options_exit,live_duration_s,live_options_duration_s,options_duration_s,event_type
20260902T130103Z,8788,33633111722,0,0,0,2,1,11,workflow_dispatch
20260902T130558Z,8789,33633612174,0,0,0,1,5,12,workflow_dispatch
20260902T131101Z,8790,33634105939,0,0,0,2,1,12,workflow_dispatch
20260902T131614Z,8791,33634595390,0,0,0,4,1,10,workflow_dispatch
20260902T132058Z,8792,33635084333,0,0,0,2,1,12,workflow_dispatch
20260902T132600Z,8793,33635582162,0,0,0,1,1,13,workflow_dispatch
20260902T133121Z,8794,33636090032,0,0,0,216,2,0,workflow_dispatch
20260902T133642Z,8795,33636603370,0,0,0,217,2,0,workflow_dispatch
20260902T134218Z,8796,33637118535,0,0,0,0,0,0,workflow_dispatch
20260902T134652Z,8797,33637642371,0,0,0,0,0,0,workflow_dispatch
20260902T135130Z,8798,33638161863,0,0,0,253,1,0,workflow_dispatch
20260902T135716Z,8799,33638682801,0,0,0,0,0,0,workflow_dispatch
20260902T140150Z,8800,33639213157,0,0,0,1,1,128,workflow_dispatch
20260902T140601Z,8801,33639742927,0,0,0,2,1,125,workflow_dispatch
20260902T141056Z,8802,33640277947,0,0,0,3,1,62,workflow_dispatch
20260902T141604Z,8803,33640818405,0,0,0,3,1,102,workflow_dispatch
20260902T142303Z,8804,33641359486,0,0,0,4,1,65,workflow_dispatch
20260902T142600Z,8805,33641904947,0,0,0,3,2,100,workflow_dispatch
20260902T143102Z,8806,33642449470,0,0,0,1,1,67,workflow_dispatch
20260902T143559Z,8807,33642981590,0,0,0,2,2,70,workflow_dispatch
20260902T144101Z,8808,33643531686,0,0,0,2,2,85,workflow_dispatch
20260902T144554Z,8809,33644084436,0,0,0,2,0,136,workflow_dispatch
20260902T145105Z,8810,33644625180,0,0,0,2,2,90,workflow_dispatch
20260902T145611Z,8811,33645164724,0,0,0,3,1,71,workflow_dispatch
20260902T150101Z,8812,33645694632,0,0,0,3,2,91,workflow_dispatch
20260902T150611Z,8813,33646238800,0,0,0,2,1,94,workflow_dispatch
20260902T151058Z,8814,33646779473,0,0,0,2,1,84,workflow_dispatch
20260902T151603Z,8815,33647315756,0,0,0,2,1,77,workflow_dispatch
20260902T152118Z,8816,33647862540,0,0,0,1,1,84,workflow_dispatch
20260902T152605Z,8817,33648396130,0,0,0,4,2,102,workflow_dispatch
20260902T153109Z,8818,33648937220,0,0,0,3,3,75,workflow_dispatch
20260902T153644Z,8819,33649487268,0,0,0,3,1,28,workflow_dispatch
20260902T154059Z,8820,33650026606,0,0,0,3,2,26,workflow_dispatch
20260902T154608Z,8821,33650565845,0,0,0,2,1,17,workflow_dispatch
20260902T155106Z,8822,33651102838,0,0,0,1,1,19,workflow_dispatch
20260902T160101Z,8824,33652154615,0,0,0,2,1,25,workflow_dispatch
20260902T160558Z,8825,33652689646,0,0,0,1,1,18,workflow_dispatch
20260902T161149Z,8826,33653210802,0,0,0,3,1,22,workflow_dispatch
20260902T161603Z,8827,33653741881,0,0,0,2,1,17,workflow_dispatch
20260902T162102Z,8828,33654257632,0,0,0,2,2,21,workflow_dispatch
20260902T162556Z,8829,33654775435,0,0,0,2,0,17,workflow_dispatch
20260902T163100Z,8830,33655290156,0,0,0,2,1,21,workflow_dispatch
20260902T163552Z,8831,33655804915,0,0,0,3,2,24,workflow_dispatch
20260902T164059Z,8832,33656318573,0,0,0,3,1,21,workflow_dispatch
20260902T164600Z,8833,33656828972,0,0,0,2,1,22,workflow_dispatch
20260902T165214Z,8834,33657332230,0,0,0,3,1,25,workflow_dispatch
20260902T165605Z,8835,33657845096,0,0,0,1,1,16,workflow_dispatch
20260902T170103Z,8836,33658351066,0,0,0,2,1,18,workflow_dispatch
20260902T170559Z,8837,33658874190,0,0,0,2,2,19,workflow_dispatch
20260902T171211Z,8838,33659384833,0,0,0,2,1,20,workflow_dispatch
20260902T171553Z,8839,33659895652,0,0,0,1,1,16,workflow_dispatch
20260902T172135Z,8840,33660409919,0,0,0,1,1,16,workflow_dispatch
20260902T172600Z,8841,33660931511,0,0,0,2,1,19,workflow_dispatch
20260902T173103Z,8842,33661450617,0,0,0,3,1,20,workflow_dispatch
20260902T173600Z,8843,33661974651,0,0,0,3,2,25,workflow_dispatch
20260902T174104Z,8844,33662487440,0,0,0,2,2,22,workflow_dispatch
20260902T174553Z,8845,33662992083,0,0,0,2,0,18,workflow_dispatch
20260902T175102Z,8846,33663508171,0,0,0,2,1,16,workflow_dispatch
20260902T175557Z,8847,33664009259,0,0,0,3,1,25,workflow_dispatch
20260902T180124Z,8848,33664513496,0,0,0,3,1,24,workflow_dispatch
20260902T180811Z,8849,33665032770,0,0,0,2,1,16,workflow_dispatch
20260902T181110Z,8850,33665543258,0,0,0,3,1,19,workflow_dispatch
20260902T181712Z,8851,33666050333,0,0,0,2,2,26,workflow_dispatch
20260902T182101Z,8852,33666550027,0,0,0,2,2,21,workflow_dispatch
20260902T182749Z,8853,33667060078,0,0,0,2,1,15,workflow_dispatch
20260902T183150Z,8854,33667571955,0,0,0,2,1,18,workflow_dispatch
20260902T183610Z,8855,33668097632,0,0,0,3,1,18,workflow_dispatch
20260902T184112Z,8856,33668609823,0,0,0,3,1,16,workflow_dispatch
20260902T184610Z,8857,33669124966,0,0,0,2,2,18,workflow_dispatch
20260902T185100Z,8858,33669639574,0,0,0,3,1,26,workflow_dispatch
20260902T185602Z,8859,33670146578,0,0,0,1,1,17,workflow_dispatch
20260902T190107Z,8860,33670643294,0,0,0,4,1,27,workflow_dispatch
20260902T190600Z,8861,33671150881,0,0,0,1,1,17,workflow_dispatch
20260902T191105Z,8862,33671661876,0,0,0,2,2,24,workflow_dispatch
20260902T191617Z,8863,33672160459,0,0,0,2,1,16,workflow_dispatch
20260902T192057Z,8864,33672665236,0,0,0,3,1,24,workflow_dispatch
20260902T192607Z,8865,33673167871,0,0,0,3,2,25,workflow_dispatch
20260902T193103Z,8866,33673666710,0,0,0,216,1,23,workflow_dispatch
20260902T194055Z,8868,33674677993,0,0,0,217,1,21,workflow_dispatch
20260902T195130Z,8870,33675665547,0,0,0,0,0,0,workflow_dispatch
20260902T195714Z,8871,33676156429,0,0,0,241,0,0,workflow_dispatch
20260902T200225Z,8872,33676646768,0,0,0,2,1,16,workflow_dispatch
